x,y,z,yaw,velocity,change_flag,steering_flag,accel_flag,stop_flag,event_flag
268.7611777650891,-894.797115846537,34.66950587444008,-138.03538851901916,2.651837876199697,0,0,0,0,0
267.98846178426174,-895.5054661221802,34.67847024351359,-138.03638438999008,3.176777159790392,0,2,0,0,0
267.2352491533966,-896.196738618426,34.6812903245911,-138.0862037526619,3.6347071919227396,0,2,0,0,0
266.4467114263098,-896.9175584986806,34.71393044367433,-137.9874219409732,4.007740688364879,0,2,0,0,0
265.7047047337401,-897.5926601300016,34.72044138591737,-137.8357991278998,4.34542676104235,0,2,0,0,0
264.91091294784565,-898.3249216498807,34.71681919861585,-137.78522821416857,4.6431875300288326,0,2,0,0,0
264.13825384911615,-899.0350957252085,34.729180089943114,-137.71335769307575,4.89757165519058,0,2,0,0,0
263.3344585087616,-899.7837323155254,34.73640797734261,-138.04074917047632,5.064333729391648,0,2,0,0,0
262.5758925213595,-900.4671647055075,34.74060433991254,-138.7823235714832,5.124498976535658,0,2,0,0,0
261.8034523957176,-901.142440892756,34.74982360545546,-140.25551488940636,5.135735034345415,0,2,0,0,0
261.01766876730835,-901.8004460847005,34.76157064717263,-142.24613687554077,5.095102653098324,0,2,0,0,0
260.21071132610086,-902.4156090514734,34.76523108482361,-144.2604521287413,5.037009359140866,0,2,0,0,0
259.3903212103178,-902.9928943170235,34.76322432961315,-146.3717705487795,4.988883703702937,0,2,0,0,0
258.48190803523175,-903.5951957600191,34.75652283225209,-148.98083946155376,4.909497435140606,0,2,0,0,0
257.55808872764464,-904.1372826583683,34.75888772942126,-151.69071576425964,4.819652543308471,0,2,0,0,0
256.6215094004874,-904.6262695025653,34.755556671693924,-155.01841701686072,4.75377707967036,0,2,0,0,0
255.67093019804452,-905.0503051262349,34.74394887574017,-158.776473783478,4.678249365038065,0,2,0,0,0
254.70798179955455,-905.4040648909286,34.74338796809316,-162.7691557670819,4.618839113361973,0,2,0,0,0
253.7354911667644,-905.6841413388029,34.72727300021798,-166.81665970583248,4.551637929156328,0,2,0,0,0
252.66840534011135,-905.9069379623979,34.71891154237092,-171.4337147968992,4.491550973118575,0,2,0,0,0
251.6017221030197,-906.0459287269041,34.720175051875415,-176.2566246543213,4.416074460950719,0,2,0,0,0
250.54666635848116,-906.0854095220566,34.71252678129822,178.77085514270473,4.339066342106662,0,2,0,0,0
249.51068553701043,-906.0377349918708,34.69807488266379,173.3498533276269,4.262715279703886,0,2,0,0,0
248.50239510717802,-905.8926269812509,34.69970008712262,167.8302754287067,4.183038570744653,0,2,0,0,0
247.45455320249312,-905.6355852009729,34.703687771968546,161.54988770550847,4.071438953170077,0,2,0,0,0
246.46972039696993,-905.268865016289,34.70180558022112,154.94519949562823,3.9836514884376526,0,2,0,0,0
245.55403726012446,-904.7991161206737,34.69828923121095,148.43602654809226,3.9095795632953063,0,2,0,0,0
244.70399938971968,-904.2462303321809,34.706230618804696,142.3761955305459,3.8563384110148866,0,2,0,0,0
243.9311848707148,-903.6080331886187,34.70034345779568,137.20938536229826,3.828276558658374,0,2,0,0,0
243.15655936306575,-902.8608099576086,34.69680101964623,132.08749304104205,3.840430920010984,0,2,0,0,0
242.49282606807537,-902.1070416281,34.70859839469195,128.15497389844484,3.852104889867449,0,2,0,0,0
241.8866431049537,-901.3038622587919,34.70116186589003,124.81955564923018,3.864358940291613,0,2,0,0,0
241.31694190803682,-900.4707424473017,34.7134724508971,122.0434627924503,3.877978925352351,0,2,0,0,0
240.78940699674422,-899.6057693790644,34.71154685113579,119.96054931618067,3.893990299611882,0,2,0,0,0
240.28367300250102,-898.7232143329456,34.713231979683044,118.33444157043208,3.9057272716252758,0,2,0,0,0
239.80035885673715,-897.8286628788337,34.718684221431616,117.26940065235922,3.924025473217653,0,2,0,0,0
239.32140029250877,-896.9244055217132,34.72675369102508,116.7126221827905,3.934422434178795,0,2,0,0,0
238.86803511588369,-896.008656334132,34.73172377217561,116.64051056185122,3.937885880453862,0,2,0,0,0
238.39454745850526,-895.1017677923664,34.734390632994476,116.56996741277597,3.945059949812826,0,2,0,0,0
237.92488871439127,-894.1918861810118,34.717517181113365,116.90192831499071,3.9168286189068295,0,2,0,0,0
237.46039873739937,-893.2857028255239,34.755391974747184,117.70473724864303,3.9217765308858024,0,2,0,0,0
236.9659256353043,-892.3944677896798,34.74946793429554,119.05462331005374,3.917325397858052,0,2,0,0,0
236.45945809455588,-891.5107945175841,34.77423928380013,120.97857872166318,3.919136957885644,0,2,0,0,0
235.9141764768283,-890.6493310360238,34.78483227994293,122.91703509221226,3.9257477720813876,0,2,0,0,0
235.3463635292137,-889.7997389147058,34.794005319289866,124.65585963534645,3.931626195821567,0,3,0,0,0
234.75071348890197,-888.9677969338372,34.80475270170719,126.12245407838759,3.9407984010662256,0,3,0,0,0
234.13662263395963,-888.1533728493378,34.811481341533366,127.40014903615321,3.9033204827244496,0,3,0,0,0
233.51683270878857,-887.3657014230266,34.819660406373444,128.50166511576947,3.826765645797647,0,3,0,0,0
232.84563218633411,-886.5486816726625,34.82339823599905,129.42271739350636,3.737984709105372,0,3,0,0,0
232.18401849869406,-885.7667747763917,34.83180191256106,130.19131138036457,3.5826743629306583,0,3,0,0,0
231.50544195220573,-884.9895228045061,34.83884896039963,130.89412735562846,3.2966687896275753,0,3,0,0,0
230.81473664107034,-884.2161711556837,34.84777366630733,131.65138150288325,2.79048611014721,0,3,0,0,0
230.1177258155658,-883.4528049221262,34.850909082964066,131.63677312745963,2.236782849076858,0,3,0,0,0
229.41757290641544,-882.6985559361055,34.856555115245285,131.365791066081,1.5862677293507825,0,3,0,0,0
228.7557822082308,-881.9477436300367,34.82424922268838,131.33940213623433,0.2676319583444603,0,1,0,0,0
228.09227568021743,-881.1988378874958,34.83337241765112,131.654353809821,1.787231207750107,0,1,0,0,0
227.41954110370716,-880.4536224938929,34.83863813504577,131.9818637305128,2.561358955333573,0,1,0,0,0
226.7160354683292,-879.6857987875119,34.83825193047524,132.29324036349695,3.2048426536754655,0,1,0,0,0
226.00747434911318,-878.9237993117422,34.84284189511091,132.7345327449893,3.7065078314475466,0,1,0,0,0
225.31214331486262,-878.1847671242431,34.850403065606955,133.76330635760652,4.079118578470898,0,1,0,0,0
224.59073248918867,-877.4611965054646,34.851761575602,135.42555086238949,4.423572506710169,0,1,0,0,0
223.85938708676258,-876.7692471006885,34.85216473024339,137.58348198819863,4.7183990578717525,0,1,0,0,0
223.05527692247415,-876.0633473275229,34.86326262429357,139.84068798627007,5.005838792150755,0,1,0,0,0
222.25756459118566,-875.4156910115853,34.86518035717309,141.66733187331,5.262652937912096,0,1,0,0,0
221.40234718902502,-874.7634854158387,34.86523617319763,143.12235835809295,5.487824012314127,0,1,0,0,0
220.59175036015222,-874.1674843169749,34.8707874275744,144.10008536534352,5.686941681638941,0,1,0,0,0
219.74194329296006,-873.5667769340798,34.87264806572348,144.68018147748174,5.8708199140847945,0,1,0,0,0
218.85909525380703,-872.9587839655578,34.86971021797508,144.85281950487334,6.022086096375486,0,1,0,0,0
217.9679667498567,-872.3348919823766,34.87025134339929,144.7690296936219,6.047645621460001,0,1,0,0,0
217.07697209354956,-871.7155849533156,34.88554269336164,144.000713696549,6.009615260631541,0,1,0,0,0
216.20356575818732,-871.0883257389069,34.90139008201659,142.85724532365552,5.935798038179952,0,1,0,0,0
215.35849325015442,-870.4475878076628,34.904941216856244,141.4237337288335,5.839589937717214,0,1,0,0,0
214.54634456743952,-869.793671971187,34.9110731266439,139.86729887890732,5.707346583063597,0,1,0,0,0
213.7735767356935,-869.1374328294769,34.92099483571947,138.41767553853617,5.509459610383316,0,1,0,0,0
212.96916644705925,-868.4166750898585,34.925489113479856,137.03139169805436,5.242328717049237,0,1,0,0,0
212.22615947626764,-867.7178074261174,34.9297974023968,135.92139314583923,4.913353768993405,0,1,0,0,0
